,Name,Remote Name,Formula,Comment
402,[DESV_TX_PARTO_PS_NORMALIZACAO],[DESV_TX_PARTO_INTERC_NORMALIZACAO (cópia)_637540870443004075], (SUM([TX_PARTO_PS_P1_PRESTADOR]) - SUM([DESV_TX_PARTO_PS_MEDIANA])) / SUM([DESV_TX_PARTO_PS_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
403,[DESV_TX_PARTO_PS_NORM_MIN_MAX],[DESV_TX_PARTO_INTERC_NORM_MIN_MAX (cópia)_637540870443004076], ZN( ([DESV_TX_PARTO_PS_SOMA] - SUM([DESV_TX_PARTO_PS_MIN]))  /  (SUM([DESV_TX_PARTO_PS_MAX]) - SUM([DESV_TX_PARTO_PS_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
404,[DESV_TX_PARTO_PS_SOMA],[DESV_TX_PARTO_INTERC_SOMA (cópia)_637540870443004077],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_TX_PARTO_PS_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
405,[DESV_TX_PARTO_CESAREA_DESVIO_PADRAO],[DESV_TX_PARTO_NORMAL_DESVIO_PADRAO (cópia)_637540870427766889],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([TT_PARTO_CESAREA_P1]) / SUM([TT_INTERNACAO_P1]) } )) } ,// Desvio Padrão 
406,[DESV_TEMPO_MEDIO_INTERNACAO_FINAL],[DESV_TX_PARTO_NORMAL_FINAL (copy)_847802685742911508],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'      OR ISNULL(SUM([TEMPO_MEDIO_INTERNACAO_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([TEMPO_MEDIO_INTERNACAO_P1_PRESTADOR]) < SUM([DESV_TEMPO_MEDIO_INTERNACAO_MEDIANA])) THEN  [DESV_TEMPO_MEDIO_INTERNACAO_NORM_MIN_MAX] * -1 ELSE [DESV_TEMPO_MEDIO_INTERNACAO_NORM_MIN_MAX] END ,// CALCULO FINAL 
407,[DESV_TX_PARTO_CESAREA_FINAL],[DESV_TX_PARTO_NORMAL_FINAL (cópia)_637540870427766890],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'      OR ISNULL(SUM([TX_PARTO_CESAREA_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([TX_PARTO_CESAREA_P1_PRESTADOR]) < SUM([DESV_TX_PARTO_CESAREA_MEDIANA])) THEN  [DESV_TX_PARTO_CESAREA_NORM_MIN_MAX] * -1 ELSE [DESV_TX_PARTO_CESAREA_NORM_MIN_MAX] END ,// CALCULO FINAL 
408,[DESV_TX_PARTO_CESAREA_MAX],[DESV_TX_PARTO_NORMAL_MAX (cópia)_637540870427766891],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TX_PARTO_CESAREA_SOMA]) } )) } ,// MIN 
409,[DESV_TX_PARTO_CESAREA_MEDIANA],[DESV_TX_PARTO_NORMAL_MEDIANA (cópia)_637540870427770988],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([TT_PARTO_CESAREA_P1]) / SUM([TT_INTERNACAO_P1]) } )) } ,// MEDIANA 
410,[DESV_TX_PARTO_CESAREA_MIN],[DESV_TX_PARTO_NORMAL_MIN (cópia)_637540870427770989],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TX_PARTO_CESAREA_SOMA]) } )) } ,// MIN 
411,[DESV_TX_PARTO_NORMAL_NORMALIZACAO_GERAL],[DESV_TX_PARTO_NORMAL_NORMALIZACAO (copy)_847802685642919943], (SUM([TX_PARTO_NORMAL_P1_PRESTADOR]) - SUM([TX_PARTO_NORMAL_P1_GERAL])) / SUM([DESV_TX_PARTO_NORMAL_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
412,[DESV_TX_PARTO_CESAREA_NORMALIZACAO],[DESV_TX_PARTO_NORMAL_NORMALIZACAO (cópia)_637540870427770990], (SUM([TX_PARTO_CESAREA_P1_PRESTADOR]) - SUM([DESV_TX_PARTO_CESAREA_MEDIANA])) / SUM([DESV_TX_PARTO_CESAREA_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
413,[DESV_TX_PARTO_CESAREA_NORM_MIN_MAX],[DESV_TX_PARTO_NORMAL_NORM_MIN_MAX (cópia)_637540870427770991], ZN( ([DESV_TX_PARTO_CESAREA_SOMA] - SUM([DESV_TX_PARTO_CESAREA_MIN]))  /  (SUM([DESV_TX_PARTO_CESAREA_MAX]) - SUM([DESV_TX_PARTO_CESAREA_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
414,[DESV_TX_PARTO_CESAREA_SOMA],[DESV_TX_PARTO_NORMAL_SOMA (cópia)_637540870427770992],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_TX_PARTO_CESAREA_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
415,[DESV_TX_REINTERNACAO_GERAL_DESVIO_PADRAO],[DESV_TX_PARTO_PS_DESVIO_PADRAO (cópia)_637540870448119994],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([TT_REINTERNACAO_GERAL_P1]) / SUM([TT_INTERNACAO_P1]) } )) } ,// Desvio Padrão 
416,[DESV_TX_REINTERNACAO_GERAL_FINAL],[DESV_TX_PARTO_PS_FINAL (cópia)_637540870448119995],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'      OR ISNULL(SUM([TX_REINTERNACAO_GERAL_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([TX_REINTERNACAO_GERAL_P1_PRESTADOR]) < SUM([DESV_TX_REINTERNACAO_GERAL_MEDIANA])) THEN  [DESV_TX_REINTERNACAO_GERAL_NORM_MIN_MAX] * -1 ELSE [DESV_TX_REINTERNACAO_GERAL_NORM_MIN_MAX] END ,// CALCULO FINAL 
417,[DESV_TX_REINTERNACAO_GERAL_MAX],[DESV_TX_PARTO_PS_MAX (cópia)_637540870448119996],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TX_REINTERNACAO_GERAL_SOMA]) } )) } ,// MIN 
418,[DESV_TX_REINTERNACAO_GERAL_MEDIANA],[DESV_TX_PARTO_PS_MEDIANA (cópia)_637540870448119997],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([TT_REINTERNACAO_GERAL_P1]) / SUM([TT_INTERNACAO_P1]) } )) } ,// MEDIANA 
419,[DESV_TX_REINTERNACAO_GERAL_MIN],[DESV_TX_PARTO_PS_MIN (cópia)_637540870448119998],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TX_REINTERNACAO_GERAL_SOMA]) } )) } ,// MIN 
420,[DESV_TX_PARTO_PS_NORMALIZACAO_GERAL],[DESV_TX_PARTO_PS_NORMALIZACAO (copy)_847802685646913551], (SUM([TX_PARTO_PS_P1_PRESTADOR]) - SUM([TX_PARTO_PS_P1_GERAL])) / SUM([DESV_TX_PARTO_PS_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
421,[DESV_TX_REINTERNACAO_GERAL_NORMALIZACAO],[DESV_TX_PARTO_PS_NORMALIZACAO (cópia)_637540870448119999], (SUM([TX_REINTERNACAO_GERAL_P1_PRESTADOR]) - SUM([DESV_TX_REINTERNACAO_GERAL_MEDIANA])) / SUM([DESV_TX_REINTERNACAO_GERAL_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
422,[DESV_TX_REINTERNACAO_GERAL_NORM_MIN_MAX],[DESV_TX_PARTO_PS_NORM_MIN_MAX (cópia)_637540870448120000], ZN( ([DESV_TX_REINTERNACAO_GERAL_SOMA] - SUM([DESV_TX_REINTERNACAO_GERAL_MIN]))  /  (SUM([DESV_TX_REINTERNACAO_GERAL_MAX]) - SUM([DESV_TX_REINTERNACAO_GERAL_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
423,[DESV_TX_REINTERNACAO_GERAL_SOMA],[DESV_TX_PARTO_PS_SOMA (cópia)_637540870448120001],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_TX_REINTERNACAO_GERAL_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
424,[DESV_TT_INTERNACAO_DESVIO_PADRAO],[DESV_TX_REEXECUCAO_90_DESVIO_PADRAO (cópia)_778278342424227897],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([TT_INTERNACAO_P1]) } )) } ,// Desvio Padrão 
425,[DESV_TT_INTERNACAO_FINAL],[DESV_TX_REEXECUCAO_90_FINAL (cópia)_778278342424227898],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR' OR ISNULL(SUM([TT_INTERNACAO_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([TT_INTERNACAO_P1_PRESTADOR]) < SUM([DESV_TT_INTERNACAO_MEDIANA])) THEN  [DESV_TT_INTERNACAO_NORM_MIN_MAX] * -1 ELSE [DESV_TT_INTERNACAO_NORM_MIN_MAX] END ,// CALCULO FINAL 
426,[DESV_TT_INTERNACAO_MAX],[DESV_TX_REEXECUCAO_90_MAX (cópia)_778278342424227899],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TT_INTERNACAO_SOMA]) } )) } ,// MIN 
427,[DESV_TT_INTERNACAO_MEDIANA],[DESV_TX_REEXECUCAO_90_MEDIANA (cópia)_778278342424227900],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([TT_INTERNACAO_P1]) } )) } ,// MEDIANA 
428,[DESV_TT_INTERNACAO_MIN],[DESV_TX_REEXECUCAO_90_MIN (cópia)_778278342424227901],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TT_INTERNACAO_SOMA]) } )) } ,// MIN 
429,[DESV_TT_INTERNACAO_NORMALIZACAO],[DESV_TX_REEXECUCAO_90_NORMALIZACAO (cópia)_778278342424227902], (SUM([TT_INTERNACAO_P1_PRESTADOR]) - SUM([DESV_TT_INTERNACAO_MEDIANA])) / SUM([DESV_TT_INTERNACAO_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
430,[DESV_TT_INTERNACAO_NORM_MIN_MAX],[DESV_TX_REEXECUCAO_90_NORM_MIN_MAX (cópia)_778278342424227903], ZN( ([DESV_TT_INTERNACAO_SOMA] - SUM([DESV_TT_INTERNACAO_MIN]))  /  (SUM([DESV_TT_INTERNACAO_MAX]) - SUM([DESV_TT_INTERNACAO_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
431,[DESV_TT_INTERNACAO_SOMA],[DESV_TX_REEXECUCAO_90_SOMA (cópia)_778278342424227904],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_TT_INTERNACAO_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
432,[DESV_TX_REINTERNACAO_PREST_DESVIO_PADRAO],[DESV_TX_REINTERNACAO_GERAL_DESVIO_PADRAO (cópia)_637540870457200846],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([TT_REINTERNACAO_PREST_P1]) / SUM([TT_INTERNACAO_P1]) } )) } ,// Desvio Padrão 
433,[DESV_TX_REINTERNACAO_PREST_FINAL],[DESV_TX_REINTERNACAO_GERAL_FINAL (cópia)_637540870457200847],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'      OR ISNULL(SUM([TX_REINTERNACAO_PREST_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([TX_REINTERNACAO_PREST_P1_PRESTADOR]) < SUM([DESV_TX_REINTERNACAO_PREST_MEDIANA])) THEN  [DESV_TX_REINTERNACAO_PREST_NORM_MIN_MAX] * -1 ELSE [DESV_TX_REINTERNACAO_PREST_NORM_MIN_MAX] END ,// CALCULO FINAL 
434,[DESV_TX_REINTERNACAO_PREST_MAX],[DESV_TX_REINTERNACAO_GERAL_MAX (cópia)_637540870457200848],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TX_REINTERNACAO_PREST_SOMA]) } )) } ,// MIN 
435,[DESV_TX_REINTERNACAO_PREST_MEDIANA],[DESV_TX_REINTERNACAO_GERAL_MEDIANA (cópia)_637540870457200849],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([TT_REINTERNACAO_PREST_P1]) / SUM([TT_INTERNACAO_P1]) } )) } ,// MEDIANA 
436,[DESV_TX_REINTERNACAO_PREST_MIN],[DESV_TX_REINTERNACAO_GERAL_MIN (cópia)_637540870457200850],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TX_REINTERNACAO_PREST_SOMA]) } )) } ,// MIN 
437,[DESV_TX_REINTERNACAO_GERAL_NORMALIZACAO_GERAL],[DESV_TX_REINTERNACAO_GERAL_NORMALIZACAO (copy)_847802685647851537], (SUM([TX_REINTERNACAO_GERAL_P1_PRESTADOR]) - SUM([TX_REINTERNACAO_GERAL_P1_GERAL])) / SUM([DESV_TX_REINTERNACAO_GERAL_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
438,[DESV_TX_REINTERNACAO_PREST_NORMALIZACAO],[DESV_TX_REINTERNACAO_GERAL_NORMALIZACAO (cópia)_637540870457200851], (SUM([TX_REINTERNACAO_PREST_P1_PRESTADOR]) - SUM([DESV_TX_REINTERNACAO_PREST_MEDIANA])) / SUM([DESV_TX_REINTERNACAO_PREST_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
439,[DESV_TX_REINTERNACAO_PREST_NORM_MIN_MAX],[DESV_TX_REINTERNACAO_GERAL_NORM_MIN_MAX (cópia)_637540870457200852], ZN( ([DESV_TX_REINTERNACAO_PREST_SOMA] - SUM([DESV_TX_REINTERNACAO_PREST_MIN]))  /  (SUM([DESV_TX_REINTERNACAO_PREST_MAX]) - SUM([DESV_TX_REINTERNACAO_PREST_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
440,[DESV_TX_REINTERNACAO_PREST_SOMA],[DESV_TX_REINTERNACAO_GERAL_SOMA (cópia)_637540870457200853],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_TX_REINTERNACAO_PREST_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
441,[DESV_TX_REINTERNACAO_PREST_NORMALIZACAO_GERAL],[DESV_TX_REINTERNACAO_PREST_NORMALIZACAO (copy)_847802685650858003], (SUM([TX_REINTERNACAO_PREST_P1_PRESTADOR]) - SUM([TX_REINTERNACAO_PREST_P1_GERAL])) / SUM([DESV_TX_REINTERNACAO_PREST_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
442,[Dsc Carteira Empresa_FILTRO_NULL],[Dsc Carteira Empresa (copy)_1180224605645815835],[DSC_CARTEIRA_EMPRESA] ,
443,[Dsc Grupo Economico Prestador_FILTRO_NULL],[Dsc Grupo Economico Prestador (copy)_1180224605645881372],[DSC_GRUPO_ECONOMICO_PRESTADOR] ,
444,[Dsc Tipo Parto_FILTRO_NULL],[Dsc Tipo Parto (copy)_895653424250777600],[DSC_TIPO_PARTO] ,
445,[FILTRO_DATA_FIM_P1],[FILTRO_DATA_INI_P1 (copy)_785596693973766146],{FIXED : MAX([DAT_MES_REFERENCIA])} ,
446,[FILTRO_DATA_INI_P2],[FILTRO_DATA_INI_P1 (copy)_785596693974106115],"{FIXED : MAX(DATE(DATEADD('month', -23, DATETRUNC('month', {FIXED : MAX([DAT_MES_REFERENCIA])}))) )} ",
447,[FILTRO_DATA_FIM_P2],[FILTRO_DATA_INI_P2 (copy)_785596693974257668],"{FIXED : MAX(DATE(DATEADD('month', -12, DATETRUNC('month', {FIXED : MAX([DAT_MES_REFERENCIA])}))) )} ",
448,[FILTRO_P2],[FILTRO_P1 (copy)_989103094208061446],([DAT_MES_REFERENCIA] >= [Parameters].[Data_Ini_P2] AND  [DAT_MES_REFERENCIA] <= [Parameters].[Data_Fim_P2]) ,
449,[FLG_ORIGEM_PS_FILTRO_NULL],[FLG_ORIGEM_PS (copy)_943504153395032107],[FLG_ORIGEM_PS] ,
450,[Flg Intercorrencia_FILTRO_NULL],[Flg Intercorrencia (copy)_805862892168704000],[FLG_INTERCORRENCIA] ,
451,[Flg Uti_FILTRO_NULL],[Flg Uti (copy)_597008454258479104],[DSC_TIPO_UTI] ,
452,[IDADE_MEDIA_P2],[IDADE_MEDIA_P1 (cópia)_637540870313951285],SUM([QTD_IDADE_P2]) / SUM([TT_INTERNACAO_P2]) ,
453,[REPRES_TOTAL_INTERNACAO_P1_G],[IDADE_MEDIA_P1_G (cópia)_225180022756028448],IF [DESV_REPRES_TOTAL_INTERNACAO_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN sum([TT_INTERNACAO_P1]) / [TT_INTERNACAO_GERAL_P1] ELSE NULL END ,
454,[IDADE_MEDIA_P1_GERAL],[IDADE_MEDIA_P1_PRESTADOR (copy)_847802685640630272],( { FIXED  :  SUM([QTD_IDADE_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
455,[REPRES_TOTAL_INTERNACAO_P1_PRESTADOR],[IDADE_MEDIA_P1_PRESTADOR (cópia)_225180022756028449],( { FIXED [NME_FANTASIA_PRESTADOR]  :  sum([TT_INTERNACAO_P1]) / [TT_INTERNACAO_GERAL_P1] } ) ,// INDICADOR 
456,[REPRES_TOTAL_INTERNACAO_P1_R],[IDADE_MEDIA_P1_R (cópia)_225180022756028450],IF [DESV_REPRES_TOTAL_INTERNACAO_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN sum([TT_INTERNACAO_P1]) / [TT_INTERNACAO_GERAL_P1] ELSE NULL END ,
457,[REPRES_TOTAL_INTERNACAO_P1_Y],[IDADE_MEDIA_P1_Y (cópia)_225180022756028451],IF [DESV_REPRES_TOTAL_INTERNACAO_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] AND [DESV_REPRES_TOTAL_INTERNACAO_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN sum([TT_INTERNACAO_P1]) / [TT_INTERNACAO_GERAL_P1] ELSE NULL END ,
458,[IDADE_MEDIA_P1],[IDADE_P2 (cópia)_877920491302998033],SUM([QTD_IDADE_P1]) / SUM([TT_INTERNACAO_P1]) ,
459,[Nme Municipio Prestador_FILTRO_NULL],[Nme Municipio Prestador (copy)_1180224605645647897],[NME_MUNICIPIO_PRESTADOR] ,
460,[Nme Plano Ajustado_FILTRO_NULL],[Nme Plano Ajustado (copy)_1180224605645709338],[NME_PLANO] ,
461,[Nme Regiao Saude Prestador_FILTRO_NULL],[Nme Regiao Saude Prestador (copy)_1180224605645451288],[NME_REGIAO_SAUDE_PRESTADOR] ,
462,[QTD_DIARIAS_INTERNACAO_UTI_ADULTO_P1],[QTD_DIAS_INTERNACAO_UTI_ADULTO_P1 (copy)_895653424700182606],IF [FILTRO_P1] THEN     [QTD_DIARIAS_COM_UTI_ADULTO] ELSE      NULL END ,
463,[QTD_DIAS_INTERNACAO_UTI_NEO_P1],[QTD_DIAS_INTERNACAO_UTI_ADULTO_P1 (copy)_895653424723890301],IF [FILTRO_P1] THEN     [QTD_DIAS_INTERNADO_COM_UTI_NEONATAL] ELSE      NULL END ,
464,[QTD_DIARIAS_INTERNACAO_UTI_ADULTO_P2],[QTD_DIAS_INTERNACAO_UTI_ADULTO_P2 (copy)_895653424700182607],IF [FILTRO_P2] THEN     [QTD_DIARIAS_COM_UTI_ADULTO] ELSE      NULL END ,
465,[QTD_DIAS_INTERNACAO_UTI_NEO_P2],[QTD_DIAS_INTERNACAO_UTI_ADULTO_P2 (copy)_895653424723890302],IF [FILTRO_P2] THEN     [QTD_DIAS_INTERNADO_COM_UTI_NEONATAL] ELSE      NULL END ,
466,[QTD_DIARIAS_INTERNACAO_UTI_NEO_P1],[QTD_DIAS_INTERNACAO_UTI_NEO_P1 (copy)_895653424914210963],IF [FILTRO_P1] THEN     [QTD_DIARIAS_COM_UTI_NEONATAL] ELSE      NULL END ,
467,[QTD_DIARIAS_INTERNACAO_UTI_NEO_P2],[QTD_DIAS_INTERNACAO_UTI_NEO_P2 (copy)_895653424914210964],IF [FILTRO_P2] THEN     [QTD_DIARIAS_COM_UTI_NEONATAL] ELSE      NULL END ,
468,[QTD_INTERNACAO_UTI_ADULTO_P2],[QTD_INTERNACAO_UTI_ADULTO_P1 (copy)_895653424619499565],IF [FILTRO_P2] THEN     [QTD_DISTINTA_INTERNACAO_COM_UTI_ADULTO] ELSE      NULL END ,
469,[QTD_DIAS_INTERNACAO_UTI_ADULTO_P1],[QTD_INTERNACAO_UTI_ADULTO_P1 (copy)_895653424630313017],IF [FILTRO_P1] THEN     [QTD_DIAS_INTERNADO_COM_UTI_ADULTO] ELSE      NULL END ,
470,[QTD_INTERNACAO_UTI_NEO_P1],[QTD_INTERNACAO_UTI_ADULTO_P1 (copy)_895653424714305640],IF [FILTRO_P1] THEN     [QTD_DISTINTA_INTERNACAO_COM_UTI_NEONATAL] ELSE      NULL END ,
471,[QTD_DIAS_INTERNACAO_UTI_ADULTO_P2],[QTD_INTERNACAO_UTI_ADULTO_P2 (copy)_895653424630313016],IF [FILTRO_P2] THEN     [QTD_DIAS_INTERNADO_COM_UTI_ADULTO] ELSE      NULL END ,
472,[QTD_INTERNACAO_UTI_NEO_P2],[QTD_INTERNACAO_UTI_ADULTO_P2 (copy)_895653424714305639],IF [FILTRO_P2] THEN     [QTD_DISTINTA_INTERNACAO_COM_UTI_NEONATAL] ELSE      NULL END ,
473,[SINISTRO_P1],[QTD_INTERNACAO_UTI_P1 (copy)_597008454578438159],IF [FILTRO_P1] THEN     [VAL_TOTAL_SINISTRO_INTERNACAO] ELSE      NULL END ,
474,[SINISTRO_P2],[QTD_INTERNACAO_UTI_P2 (copy)_597008454578438169],IF [FILTRO_P2] THEN     [VAL_TOTAL_SINISTRO_INTERNACAO] ELSE      NULL END ,
475,[QTD_TOTAL_DIAS_INTERNADO_P2],[QTD_TOTAL_DIAS_INTERNADO_P1 (cópia)_637540870410334286],IF      [FILTRO_P2]  THEN     [QTD_TOTAL_DIAS_INTERNADO] ELSE      NULL END ,
476,[QTD_TOTAL_INTERNACAO_P2],[QTD_TOTAL_INTERNACAO_P1 (copy)_989103094209368076],IF [FILTRO_P2] THEN     [QTD_DISTINTA_INTERNACAO] ELSE      NULL END ,
477,[QTD_TOTAL_INTERNACAO_P1_PRESTADOR],[QTD_TOTAL_INTERNACAO_P1 (copy)_989103094243971111],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([QTD_TOTAL_INTERNACAO_P1]) } ) ,// INDICADOR 
478,[REPRES_TOTAL_INTERNACAO_P1_GERAL],[REPRES_TOTAL_INTERNACAO_P1_PRESTADOR (copy)_847802685641187330],( { FIXED  :  sum([TT_INTERNACAO_P1]) / [TT_INTERNACAO_GERAL_P1] } ) ,// INDICADOR 
479,[REPRES_TOTAL_INTERNACAO_P2],[Representatividade total internacao (cópia)_648799848218583053],sum([TT_INTERNACAO_P2]) / [TT_INTERNACAO_GERAL_P2] ,
480,[VAL_PAGO_REDE_HONORARIO_MEDICO_P1],[SINISTRO_P1 (copy)_197876937986273307],IF [FILTRO_P1] THEN     [VAL_SINISTRO_HONORARIO_MEDICO_REDE]  ELSE      NULL END ,
481,[SINISTRO_REEMBOLSO_P1],[SINISTRO_P1 (copy)_597008454596628527],IF [FILTRO_P1] THEN     [VAL_TOTAL_SINISTRO_REEMBOLSO] ELSE      NULL END ,
482,[SINISTRO_P1_Y],[SINISTRO_P1_G (cópia) (cópia)_1827898539715211270],IF [DESV_SINISTRO_NORMALIZACAO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] AND [DESV_SINISTRO_NORMALIZACAO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN SUM([SINISTRO_P1]) ELSE NULL END ,
483,[SINISTRO_P1_R],[SINISTRO_P1_G (cópia)_1827898539715203077],IF [DESV_SINISTRO_NORMALIZACAO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN SUM([SINISTRO_P1]) ELSE NULL END ,
484,[QTD_BENEFICIARIO_P1_G],[SINISTRO_P1_G (cópia)_225180022746836992],IF [DESV_QTD_BENEFICIARIO_NORMALIZACAO] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN SUM([QTD_BENEFICIARIO_P1]) ELSE NULL END ,
485,[IDADE_MEDIA_P1_G],[SINISTRO_P1_G (cópia)_225180022752038924],IF [DESV_IDADE_MEDIA_NORMALIZACAO_GERAL] < [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] THEN SUM([QTD_IDADE_P1]) / SUM([TT_INTERNACAO_P1]) ELSE NULL END ,
486,[QTD_BENEFICIARIO_P1_PRESTADOR],[SINISTRO_P1_PRESTADOR (cópia)_225180022746837003],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([QTD_BENEFICIARIO_P1]) } ) ,// INDICADOR 
487,[IDADE_MEDIA_P1_PRESTADOR],[SINISTRO_P1_PRESTADOR (cópia)_225180022753882135],( { FIXED [NME_FANTASIA_PRESTADOR]  :  SUM([QTD_IDADE_P1]) / SUM([TT_INTERNACAO_P1]) } ) ,// INDICADOR 
488,[QTD_BENEFICIARIO_P1_R],[SINISTRO_P1_R (cópia)_225180022746837002],IF [DESV_QTD_BENEFICIARIO_NORMALIZACAO] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN]  THEN SUM([QTD_BENEFICIARIO_P1]) ELSE NULL END ,
489,[IDADE_MEDIA_P1_R],[SINISTRO_P1_R (cópia)_225180022752038934],IF [DESV_IDADE_MEDIA_NORMALIZACAO_GERAL] > [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN SUM([QTD_IDADE_P1]) / SUM([TT_INTERNACAO_P1]) ELSE NULL END ,
490,[QTD_BENEFICIARIO_P1_Y],[SINISTRO_P1_Y (cópia)_225180022746837001],IF [DESV_QTD_BENEFICIARIO_NORMALIZACAO] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN]      AND [DESV_QTD_BENEFICIARIO_NORMALIZACAO] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN SUM([QTD_BENEFICIARIO_P1]) ELSE NULL END ,
491,[IDADE_MEDIA_P1_Y],[SINISTRO_P1_Y (cópia)_225180022752038933],IF [DESV_IDADE_MEDIA_NORMALIZACAO_GERAL] >= [Parameters].[PARAM_REGRA_CORES_INFERIOR_BN] AND [DESV_IDADE_MEDIA_NORMALIZACAO_GERAL] <= [Parameters].[PARAM_REGRA_CORES_SUPERIOR_BN] THEN SUM([QTD_IDADE_P1]) / SUM([TT_INTERNACAO_P1]) ELSE NULL END ,
492,[SINISTRO_REEMBOLSO_P2],[SINISTRO_P2 (copy)_597008454596628528],IF [FILTRO_P2] THEN     [VAL_TOTAL_SINISTRO_REEMBOLSO] ELSE      NULL END ,
